rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month
198,spotify:track:6Z9kpBWGd5PX1OCwTHvnTl,"Rayo, Huỳnh Văn",Cẩm Tú Cầu,RayO,187,-1,3,114322,6
199,spotify:track:28ncfVOBRp3HGweSZ6Wb8C,"Đen, Linh Cáo",Đưa Nhau Đi Trốn - Chill Version,Đen,81,-1,79,114290,6
200,spotify:track:3yzV19yzE35hZWyJq8orC8,Kiều Chi,Anh Thôi Nhân Nhượng - Cover,ZuongZero Entertainment,200,-1,1,114252,6
1,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1,1,2,3711456,7
2,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,55,1765668,7
3,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,38,1525412,7
4,spotify:track:31VNCmwspR7nVJ6kruUuJt,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,5,8,949740,7
5,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,2,6,51,750574,7
6,spotify:track:3EQjXzlXY0dyOovq0Awe91,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,9,3,637708,7
7,spotify:track:6f7M5UzYYeLFCMIBQhxk2J,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,13,4,631748,7
8,spotify:track:4nXrVH5xwN1w6TpmP7uu8n,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,12,42,569702,7
9,spotify:track:4fj4Jn4nw8fGX8xdbCntJf,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,15,48,544143,7
10,spotify:track:1agDCV4zQqaFwJQNsTgmL1,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),BIGHIT MUSIC,1,4,5,533062,7
11,spotify:track:3Alwi53Ahc2GwHgvel42b2,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,11,7,520116,7
12,spotify:track:0A0oqleZkyD8FN6aW48Jzn,Khiem,Yên Bình Có Quá Đắt Không,Universal Music Indochina Distributed Labels,12,19,4,420390,7
13,spotify:track:5XfGQZA0ioQAWUjlyJRcHc,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,18,5,414459,7
14,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,BIGHIT MUSIC,1,16,20,413671,7
15,spotify:track:3OVMe3H6iAxbLF8iD2UYrw,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,20,21,406904,7
16,spotify:track:4CUvVaAYuXtvYURLFz7EIL,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,25,139,400565,7
17,spotify:track:4qYfRfSxsmhJ1WMaywtLyI,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,26,40,400323,7
18,spotify:track:193luTcDfusSUv3yqs1gGj,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,17,4,395983,7
19,spotify:track:5PLjpBivzvuaIIqqkQgnRK,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,27,111,390862,7
20,spotify:track:1K0HQ30Wc11okzlcnFA7Ub,HIEUTHUHAI,Không Thể Say,M Music Records,7,23,67,389551,7
21,spotify:track:2xOhv7XudrBDtkID1jwsFE,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,21,22,388548,7
22,spotify:track:5PGh9MyKry8slG5AfvD1eD,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,35,43,371233,7
23,spotify:track:2SmnoPHetB88xJwC6HJHGv,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,29,4,365199,7
24,spotify:track:1oVbTGLd8EgyeWBoqAYBD0,Trung Tu,Vừa Hận Vừa Yêu,Universal Music Indochina Distributed Labels,24,30,3,358968,7
25,spotify:track:7tFwBnuaGXqiiONukPRaCo,Minh Huy,Miên Man,LOOPS Music,11,38,48,357016,7
26,spotify:track:1o6cYDMHvKOfizi4d9Lqxr,W/N,id 072019,Universal Music Indochina Distributed Labels,3,34,53,356337,7
27,spotify:track:1khMN4Adfi3LrZvxOq4YM5,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,33,32,352992,7
28,spotify:track:1bG6Q8sR8jda7ryI365y8o,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,31,33,352210,7
29,spotify:track:7yfcQynap4xcNqnydaFw83,"SOOBIN, tlinh",Ai Mà Biết Được (feat. tlinh),WDND,9,24,6,348792,7
30,spotify:track:3a2Oftcs10wtzw6AmxuTMU,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,36,80,342046,7
31,spotify:track:2uZmeuNAxSm7XfVIwLkhCx,Ronboogz,nhắn nhủ,MaiDao Music,14,43,33,338399,7
32,spotify:track:4gaxEUZE4z9pJAVTSFwgQI,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,32,64,18,336341,7
33,spotify:track:1J3SmWwlYAG68LGKr86MVH,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,28,189,332464,7
34,spotify:track:4exlWP8cokkWVCvyP3kg7c,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,37,74,331988,7
35,spotify:track:5ECHJ1llWBNYLVCYrllD3x,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,39,109,320734,7
36,spotify:track:5BTzf3doGTigDIYUFtbkI9,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,41,188,318767,7
37,spotify:track:76KYaCx7UjHwlnrqzcovLZ,PC,10 Ngàn Năm,12 trái lê,27,40,112,314289,7
38,spotify:track:3uT8QfoX0BE8ZJa4h98LDW,"Puppy, Dangrangto",Wrong Times,MaiDao Music,38,65,39,313670,7
39,spotify:track:6VXVYATpQXEIoZ97NnWCmn,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,47,104,306210,7
40,spotify:track:4jWmhzf53Q0ZvZMuGdiR9x,"WEAN, tlinh",shhhhhhh..,WEAN,9,46,43,304684,7
41,spotify:track:3DLtPObflLQBodZN8qGODT,"JustaTee, BigDaddy",2AM,WM Vietnam,18,48,118,303559,7
42,spotify:track:5T6j0rfpCDBzAxC8Fpd0N7,"Low G, Thắng",An Thần,Rap Nhà Làm,2,45,145,303269,7
43,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,LISA,Rockstar,Lloud Co./RCA Records,8,32,5,302362,7
44,spotify:track:3LWVXp636uLT356Rj08Jaz,Jimin,Be Mine,BIGHIT MUSIC,7,7,2,299179,7
45,spotify:track:5J3m0taZ0W1E9HTE0MwcSv,Low G,Simp Gái 808,Rap Nhà Làm,9,56,42,296946,7
46,spotify:track:3ZbZtdEw9U0uZW4tZItIwq,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,53,36,294219,7
47,spotify:track:4vfhartd7HDWGJbdVIycEu,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,42,171,292780,7
48,spotify:track:7jLSThU5Kg1RWt19Leiaxm,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,52,127,292199,7
49,spotify:track:5WIKVELHZYJ4vl3x3xlbZD,"DMT, Dangrangto, TeuYungBoy, summerdayy, Rocky CDE",Ổ Quỷ,Smiley Panda,15,44,14,291228,7
50,spotify:track:6D94p9ASguBcYlDC0o56vx,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,49,42,290394,7
51,spotify:track:3A9A7mfVDVm3rrS9SMGhg5,Kha,Hư không,MaiDao Music,22,50,29,283627,7
52,spotify:track:3d2bsbugow8JiNvuaRupFH,"Jimin, Sofia Carson",Slow Dance (feat. Sofia Carson),BIGHIT MUSIC,8,8,2,280709,7
53,spotify:track:4oGgxjxVOI69h9uOpHOzwn,Wren Evans,Để Ý,Universal Music Indochina Distributed Labels,10,51,7,274752,7
54,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,54,54,20,272536,7
55,spotify:track:2a5hng9yXtbjtTVVm9UviC,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,55,74,101,272168,7
56,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,63,58,272091,7
57,spotify:track:6qafqn8bBMy7t5c5WqpyRk,Jimin,Closer Than This,BIGHIT MUSIC,3,10,13,266864,7
58,spotify:track:7kgzRBNkBRArtTPkYjWLYT,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,67,171,265286,7
59,spotify:track:3ukrFH17Zl6iEZ2QJ1Zwiy,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,80,84,258190,7
60,spotify:track:6s9xQXSKc8tYMe1ZH5aiYs,"ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh","ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)",Anh Trai Say Hi,60,61,3,256458,7
61,spotify:track:4tqXSj46umlymdIxqY8zso,SOOBIN,giá như,WDND,13,60,16,251754,7
62,spotify:track:1xoadYaxtOp9gHDwgmPDuz,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,57,166,246032,7
63,spotify:track:1J12HjUuXfJnaUdubTEzSR,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,62,150,245159,7
64,spotify:track:65aTHDZWUdh6WIafu9MtNF,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,59,85,244885,7
65,spotify:track:27Z9T0mSWHYWSj9SNOGvyt,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,70,104,244271,7
66,spotify:track:5iZHnufFUgATzrpGgH1K0W,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,73,143,241140,7
67,spotify:track:0tWqngfOXKN1xOlYK4WwVw,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,68,197,239166,7
68,spotify:track:0pQ67Kp2kED4ISy1ieGPEq,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,86,202,236919,7
69,spotify:track:0vkExWiBJSrfWnlMC7x48b,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,77,74,233231,7
70,spotify:track:5C1O3fpMsiisJpHiB1uuDf,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,78,30,232128,7
71,spotify:track:3YctJXK6kznnWl68TnYobN,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,75,74,231883,7
72,spotify:track:1UQNU5O9VttUgO16pxUnjw,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,76,43,231432,7
73,spotify:track:6KgZf5gZgF1KLNxq1qZgHP,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,72,43,227594,7
74,spotify:track:0fGJiHH6xSUJU1MAVjxq5m,"Karik, GDucky",Bạn Đời,WM Vietnam,5,79,44,226394,7
75,spotify:track:3QD2NfLEIvMRbzv2uTu4B7,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,91,82,223500,7
76,spotify:track:5LQpQ6SDeaz6SIkR0lvsoC,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,66,67,220339,7
77,spotify:track:0gzpqwLf1jhNjnSJEyweAX,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,83,49,219760,7
78,spotify:track:6kCU6i8iRrAAmJJ8Sj4JYC,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,71,25,217716,7
79,spotify:track:255vSRpVq5YYKBJiem1BVx,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,84,63,217479,7
80,spotify:track:6QqLjFssCtiZWKET97Qv3n,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,69,269,215464,7
81,spotify:track:3K7RddI2L8Wiv7uIbrhfLc,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,81,37,215062,7
82,spotify:track:1MiJk3dXC5jzhvLFP0dUM7,Da LAB,Thức Giấc,Yin Yang Media,1,90,160,211471,7
83,spotify:track:4NTanSVXBkQ2NmDEbr2vLE,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,82,32,210868,7
84,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,94,86,209426,7
85,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,1,22,71,208563,7
86,spotify:track:2kauMp3YNHXULGXyJh4321,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,92,33,208375,7
87,spotify:track:0QzuaeCEEOV40Pn7IvKEny,Dhruv,double take,Little Worry/RCA Records,8,93,169,205801,7
88,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,13,89,15,205584,7
89,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,75,96,11,201918,7
90,spotify:track:6xKs4CnVadRzdNZ48vhT27,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,54,87,6,201537,7
91,spotify:track:2nRMW95dnOILirpjbksLTs,Jung Kook,Never Let Go,BIGHIT MUSIC,2,58,8,200177,7
92,spotify:track:28bxbqNcAuNxYDZYet6eZ7,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,104,74,200033,7
93,spotify:track:1GJ3suxtUVaguVQRemw6Zp,Andiez,Suýt Nữa Thì...,MaiDao Music,82,99,108,197971,7
94,spotify:track:3hqOrxH5qPlvrApcb7Ac8c,Ronboogz,Lan Man,MaiDao Music,33,101,68,197272,7
95,spotify:track:1EmMFSLRVkOszCa4ul9z0F,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,97,157,196579,7
96,spotify:track:2JuHIbFudHwDqQssgqsH3i,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,95,45,195146,7
97,spotify:track:5uyNAX6MazVAjBjVeOsTvp,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,103,208,194712,7
98,spotify:track:2n00rcPaXcWfFB9irOKOmh,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,114,29,190644,7
99,spotify:track:2qWP5ZarXRsdmxzz3L3BtP,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,85,105,189617,7
100,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,98,93,186901,7
101,spotify:track:3b34161QoxLwsqhWSPy9i5,Da LAB,Thanh Xuân,Sony Music Entertainment,1,108,310,184393,7
102,spotify:track:6Hs2xIgB8nzyGFDvVA8lFa,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,107,119,183091,7
103,spotify:track:1izPmgSW7FV6XFdEOiTvOY,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,100,161,181985,7
104,spotify:track:45PPoUgqs3JrhkZGEzSUHT,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,116,68,180482,7
105,spotify:track:4h3K653rm69JYWpO4du2BJ,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,112,111,179295,7
106,spotify:track:1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,BELIFT LAB,5,102,19,179032,7
107,spotify:track:3NvH1v6NOxlawEoCXjg9sK,"Kai Đinh, MIN, Hoàng Dũng",điều vô tri nhất,Yin Yang Media,81,88,5,178932,7
108,spotify:track:0wwfocY1CfXcKfMcWSoGXc,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,117,68,177906,7
109,spotify:track:3ET3xHCLMGd57u06A9RjJ0,Ronboogz,Nói Dối,MaiDao Music,79,110,39,176377,7
110,spotify:track:65cM1nyMf9pFDZVV8xmPX9,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,105,89,176361,7
111,spotify:track:5J90ah0ppUSev1uahqQiN6,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,123,91,175035,7
112,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,115,44,174757,7
113,spotify:track:1dUmmBh2nw8XzEI3au0uFs,Thịnh Suy,Chết Trong Em,InQ International,4,121,92,173497,7
114,spotify:track:7j3XQm7RR8T2EzaYtYK4rc,"W/N, Tezzy, Tien",Crush 2,RioX Records,61,113,110,173179,7
115,spotify:track:1K3CXUYKhLYN7koLW5WQjX,Thắng,Xin Lỗi,Thắng,5,142,63,172359,7
116,spotify:track:6DyotcCWPqKQT8YWireU6L,Low G,Tán Gái 505,Rap Nhà Làm,65,135,63,172212,7
117,spotify:track:2o4dDfLK6NVI7TjBm5VoMv,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,118,136,171224,7
118,spotify:track:4qJSUFwZFouto5VZUlln75,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,129,202,170149,7
119,spotify:track:7LVrrX8pkzI9fMF88nGabt,"Đen, JustaTee",Đi Về Nhà,Đen,3,111,189,169779,7
120,spotify:track:25edeHHueINMguqu9emCyV,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,120,249,169411,7
121,spotify:track:2PYDUM2IC01FOTDLQdFxJP,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,128,179,167707,7
122,spotify:track:4AgFXIVT7hVhBZ5DEOaLu3,Thịnh Suy,tiny love,Yin Yang Media,3,132,139,164950,7
123,spotify:track:5nD5PVXUkIpv0WcwfNFrgS,"Orange, Hoàng Dũng",Khi Em Lớn,Orange,4,109,162,164689,7
124,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,126,209,164257,7
125,spotify:track:2Asy51yFMEG8Qjh15kvQeD,"Obito, Shiki",Tell the kids i love them,12 trái lê,30,147,42,162671,7
126,spotify:track:5cml547MByVlaVrKU2lJTg,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,138,62,158878,7
127,spotify:track:6iXGivPFpsqKmrINhIbPvx,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,127,240,158589,7
128,spotify:track:78lw4wahFNotXb0mOEtPkM,WEAN,BADBYE,WEAN,50,124,23,158257,7
129,spotify:track:2vYaldhZyuRk6me6yowg8e,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,73,131,57,157605,7
130,spotify:track:3AejRjgBsFV4HWHjJmmEP7,"GREY D, Orange, Kai Đinh",lời tạm biệt chưa nói,Universal Music Indochina Distributed Labels,22,106,106,156512,7
131,spotify:track:5Bti0azlFhMattVY76qFr9,Vũ.,Lạ Lùng,WM Vietnam,17,130,330,156011,7
132,spotify:track:3y6kYOBeVg8jtUiBdTR0pD,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,165,120,151789,7
133,spotify:track:5tdz7T4hTxA1ipJMBe24uX,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,153,93,151527,7
134,spotify:track:7h2zqUH4bYyknNUxsYnS5V,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,154,84,151214,7
135,spotify:track:18iADruKMXIloyA9vCJXFE,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,141,26,150806,7
136,spotify:track:1R1AFI3iNOYr0pGHwjFQBG,B Ray,Cao Ốc 20,Great Entertainment,128,144,16,148750,7
137,spotify:track:54UNNgtE3zzERwTuWSQLqd,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,134,159,148358,7
138,spotify:track:2WOpp4vm16unl0N3i3BNNv,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,151,236,148257,7
139,spotify:track:0X28PqBpbQhWdi4usYw0w5,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,125,33,147176,7
140,spotify:track:0hiQvlWSSTr7n1kc1X2Lus,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,133,195,147001,7
141,spotify:track:7sZgr8RsXkDwkmiQok691a,Thịnh Suy,Mai Mình Xa,InQ International,85,159,16,146689,7
142,spotify:track:3J3nv18iIrOhca1ZWNeuyW,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,163,86,146343,7
143,spotify:track:2o1pb13quMReXZqE7jWsgq,Ariana Grande,intro (end of the world),Republic Records,13,168,21,145695,7
144,spotify:track:5pUFGyGOKRkR1gaCzCYlJD,"Dangrangto, DONAL",GOODBYE ROCKY,Higher Dimension,119,119,2,145623,7
145,spotify:track:7paCdW3grnoEi95tjO1OkG,Thịnh Suy,Thắc Mắc?,InQ International,110,139,34,145458,7
146,spotify:track:4S0uLMXRoAjFfIJOW7A8aW,Rhymastic,Nến Và Hoa,WM Vietnam,2,172,216,145144,7
147,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,30,161,43,144471,7
148,spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,166,190,143546,7
149,spotify:track:47QP509sXnE54NwhzoMHAi,BABYMONSTER,FOREVER,YG Entertainment,54,122,5,143491,7
150,spotify:track:5BJqg07SKgmFnVLOBmLFvq,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",Vietnam Music Award,109,169,15,142749,7
151,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,167,78,141824,7
152,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,164,66,140381,7
153,spotify:track:79bSb2Ilugozn6VygdplEZ,Andiez,1 Phút,MaiDao Music,21,-1,171,138553,7
154,spotify:track:7gMfVc4zfNIxuMyMGglOHa,Jimin,Rebirth (Intro),BIGHIT MUSIC,14,14,2,138411,7
155,spotify:track:0dBKcPEAsdxWJsqNDNHcPz,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,145,30,138308,7
156,spotify:track:6IHLOkgZftkcqS3fM0jMCT,"MONO, Onionn.",Em Xinh,M Music Records,10,137,31,136795,7
157,spotify:track:3nAwC1qVqRQYiRCrp6q1dU,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,197,48,136638,7
158,spotify:track:6aaNsCMWPBaUuJE1grH6Po,Sơn Tùng M-TP,Có Chắc Yêu Là Đây,Universal Music Indochina Distributed Labels,1,148,163,135764,7
159,spotify:track:69CA72t8PPWgEFExXhuqII,"Cường Seven, SOOBIN, Tự Long",Trống Cơm,Universal Music Indochina Distributed Labels,159,-1,1,135684,7
160,spotify:track:0o3rCh03ubOUAEI972qpU5,"ANH TRAI ""SAY HI"", Song Luân, Anh Tú Atus, Captain, Quang Trung","YOU (feat. Song Luân, Anh Tú Atus, Captain & Quang Trung)",Anh Trai Say Hi,146,146,2,135553,7
161,spotify:track:3XEspwit4d8gwKKgeopfCv,"Sean, Lửa",Em Thích,MaiDao Music,65,189,79,135012,7
162,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,160,21,134714,7
